d_calc,age_months,trial_type,mean_production_vocab
1.1048543456039803,32.999998685804854,NN,NA
0.6124540799113025,24.29999724019019,FN,NA
4.499999999999999,59.0000026283903,FN,NA
4.878048780487805,39.999993429024265,FN,NA
1.285714285714286,29.983362289433085,FN,534
0.14285714285714296,17.99001737365985,FN,NA
1.153846153846154,23.986689831546467,FN,NA
0.6666666666666666,17.921679225991628,FN,76
1.9117647058823528,26.908145644363024,FN,NA
0.6935000069349998,49.19999191769985,FN,NA
1.5330000153300003,74.39998777798513,FN,NA
1.6363639338843519,43.0000052567806,FN,NA
1.9166664999999998,53.99998291546308,FN,NA
3.671404363455488,126,NN,NA
1.8823529411764701,42,NN,NA
1.272727272727273,45,NN,NA
3,50.00000000000001,FN,NA
4.090909090909091,85.9999776586825,FN,NA
0.7272727272727274,24.986135241194237,FN,NA
1.4761904761904765,24.986135241194237,FN,NA
1.52,24.986135241194237,FN,NA
1.7368421052631577,24.986135241194237,FN,NA
1.8888888888888888,24.986135241194237,FN,NA
2,24.986135241194237,FN,NA
0.5217391304347826,27.519995479168692,FN,NA
0.8734177215189872,35.61997813179275,FN,NA
0.0869565217391305,19.440395993281836,FN,NA
0.13793103448275876,20.520417992908605,FN,NA
0.15384615384615397,17.160349549625323,FN,NA
0.44444444444444425,29.760606211937628,FN,NA
1.157894736842105,29.520601323131675,FN,NA
1.6666666666666663,42.600867763055874,FN,NA
1.7272727272727268,54.24110487014438,FN,NA
2.6,29.8806086563406,FN,NA
3.9999999999999996,54.121102425741405,FN,NA
4.777777777777779,42.720870207458844,FN,NA
5.749999999999999,41.76085065223505,FN,NA
7.833333333333333,53.76109509253248,FN,NA
3.580955578772635,36.99459340116333,FN,NA
5.573066725535656,48.000977761189716,FN,NA
9.346153846153847,42.000001314195146,FN,NA
1.492063492063492,54.99998685804853,FN,NA
0.8181818181818181,19.592008116469234,FN,149
0.9545454545454546,25.52000073594928,FN,NA
1.1199999999999999,23.419943174201826,FN,NA
3.1111111111111116,24.1899991063473,FN,NA
1.5294117647058822,23.986689831546467,FN,NA
1.7222222222222225,47.973379663092935,FN,NA
0.9106382978723403,38.144514155195935,FN,NA
0.9522058823529411,54.01342056084592,FN,NA
0.968085106382979,25.95535416245029,FN,NA
-0.9467456219741778,14.625677796147308,FN,NA
-0.21819715855161814,15.95432909023527,FN,NA
0.535,16.954431597456768,FN,NA
1.4609722789977913,44.0045103177461,FN,NA
1.86,24.725267504422266,FN,310.5
1.8499999999999996,24.462428474929098,FN,324.09
2.066666666666667,24.462428474929098,FN,324.09
0.7606382978723404,24.52567740188876,FN,301.9
0.5399999999999999,24.591387159262055,FN,319.6
3.2453167330917143,29.854222903267353,FN,443
3.3628859293016293,30.65709428824505,FN,458.33
2.2904099890428773,29.999996714512132,FN,505.42
3.9706761973540776,19.999996714512132,FN,NA
0.8755758473805277,47.99999211482912,NN,NA
1.0558712989754007,61.000010513561186,NN,NA
2.607024825147952,57.413046278067924,NN,NA
0.7380830948709868,18.521609310809783,NN,NA
1.2459373981063413,44.975043434149626,FN,NA
1.758334439178167,43,NN,NA
0,19.98890819295539,FN,77
0.14423076923076936,19.98890819295539,FN,77
0.05025125628140708,22.987244421898698,FN,222
0.45454545454545436,22.987244421898698,FN,222
0.3846295817799268,24.000000000000004,FN,NA
-0.6574503677050784,24.000000000000004,FN,NA
0.6988363904630966,36,FN,NA
0.4282594733461785,36,FN,NA
4.709690679272429,48.00000000000001,FN,NA
2.5591107289811457,48.00000000000001,FN,NA
0.013203288044635596,24.999996714512132,FN,NA
2.3221297836938435,31.99999474321941,FN,NA
2.8041804957277026,40.99999737160971,FN,NA
6.134539431774749,51.999975030292205,FN,NA
1.2881627152903523,32.999998685804854,FN,NA
-0.2323896567097638,24.000000000000004,NN,NA
-0.8428940568475453,24.000000000000004,NN,NA
0.28867026927162714,36,NN,NA
-0.5822800534144902,36,NN,NA
0.12444657173626923,48.00000000000001,NN,NA
-0.4391239792130662,48.00000000000001,NN,NA
0.5888980944490471,24.000488880594858,FN,NA
1.975967291583566,47.99999211482912,FN,NA
-0.2066781487860437,24.000488880594858,FN,NA
0.8518425037859667,47.99999211482912,FN,NA
0.43310925232206104,24.000488880594858,FN,NA
0.45631014873140874,47.99999211482912,FN,NA
-0.3306419589675712,24.000488880594858,FN,NA
0.5167822640574685,47.99999211482912,FN,NA
2.3125,49.00000000000001,FN,NA
0.9999999999999999,24.999996714512132,FN,NA
0,24.999996714512132,FN,NA
-0.52,24.999996714512132,FN,NA
-0.7894736842105264,26.999994743219414,FN,NA
0.8333333333333335,17.2200008673688,FN,70
1.123595267011768,24.999996714512132,FN,NA
0.9655172413793105,26.000000657097573,FN,NA
1.0291888607695565,24.000000000000004,FN,NA
0.9189189189189189,42,NN,NA
0.14417012074247623,30.999994086121838,FN,NA
0.25809397513308985,30.08308341722279,FN,NA
0.5652173913043478,18.300167428461787,NN,NA
0.73,18.398732064521727,FN,NA
0.44166666666666665,18.98946278330762,FN,NA
0.4819958506045462,18.98946278330762,FN,NA
0.7653780578436851,18.98946278330762,FN,NA
1.6565656565656564,44.90000289122933,FN,225.8
1.0086206896551724,33.799982126946,FN,210.1
1.09,54.47999269307498,NN,NA
